id,state,year,quarter,transaction_type,transaction_count,transaction_amount
409,andhra-pradesh,2024,2,Financial Services,558924,799915709.0
410,andhra-pradesh,2024,2,Others,287140,324214357.0
411,andhra-pradesh,2024,3,Merchant payments,1186825685,569822447748.0
412,andhra-pradesh,2024,3,Peer-to-peer payments,802972632,2555369227206.0
413,andhra-pradesh,2024,3,Recharge & bill payments,100644574,100291968047.0
414,andhra-pradesh,2024,3,Financial Services,633983,857014703.0
415,andhra-pradesh,2024,3,Others,294488,304949785.0
416,andhra-pradesh,2024,4,Merchant payments,1319061337,622805238380.0
417,andhra-pradesh,2024,4,Peer-to-peer payments,872917507,2723665407515.0
418,andhra-pradesh,2024,4,Recharge & bill payments,101888917,104194996949.0
419,andhra-pradesh,2024,4,Financial Services,2255721,977916755.0
420,andhra-pradesh,2024,4,Others,322062,372009367.0
421,arunachal-pradesh,2018,1,Recharge & bill payments,28729,5184132.514934338
422,arunachal-pradesh,2018,1,Peer-to-peer payments,13320,82889682.72418305
423,arunachal-pradesh,2018,1,Merchant payments,1042,2420374.1905855755
424,arunachal-pradesh,2018,1,Financial Services,416,58893.76201533088
425,arunachal-pradesh,2018,1,Others,1990,1834252.8176908877
426,arunachal-pradesh,2018,2,Recharge & bill payments,50700,10468878.537107183
427,arunachal-pradesh,2018,2,Peer-to-peer payments,26477,181576281.19464755
428,arunachal-pradesh,2018,2,Merchant payments,2378,4718953.439561011
429,arunachal-pradesh,2018,2,Financial Services,559,363761.80159549194
430,arunachal-pradesh,2018,2,Others,2043,1842317.3691352482
431,arunachal-pradesh,2018,3,Recharge & bill payments,74122,15997565.906016497
432,arunachal-pradesh,2018,3,Peer-to-peer payments,49740,308106303.45342577
433,arunachal-pradesh,2018,3,Merchant payments,4738,5505694.567913429
434,arunachal-pradesh,2018,3,Financial Services,507,72133.845254878
435,arunachal-pradesh,2018,3,Others,2039,2044708.9687807972
436,arunachal-pradesh,2018,4,Recharge & bill payments,97751,20662691.882313278
437,arunachal-pradesh,2018,4,Peer-to-peer payments,68169,468831493.2328036
438,arunachal-pradesh,2018,4,Merchant payments,7726,11998974.1040326
439,arunachal-pradesh,2018,4,Financial Services,561,100597.90379906222
440,arunachal-pradesh,2018,4,Others,2222,2446271.9688117937
441,arunachal-pradesh,2019,1,Recharge & bill payments,121303,26796894.998233315
442,arunachal-pradesh,2019,1,Peer-to-peer payments,93494,568554821.4456317
443,arunachal-pradesh,2019,1,Merchant payments,9214,11727218.401334248
444,arunachal-pradesh,2019,1,Financial Services,256,140622.87093631705
445,arunachal-pradesh,2019,1,Others,2239,2730548.5978140826
446,arunachal-pradesh,2019,2,Recharge & bill payments,131988,30420803.41271234
447,arunachal-pradesh,2019,2,Peer-to-peer payments,106527,704237943.4054435
448,arunachal-pradesh,2019,2,Merchant payments,16828,13955724.130712911
449,arunachal-pradesh,2019,2,Financial Services,267,160660.8821362781
450,arunachal-pradesh,2019,2,Others,3046,3880742.524023137
451,arunachal-pradesh,2019,3,Recharge & bill payments,216228,50946104.94289842
452,arunachal-pradesh,2019,3,Peer-to-peer payments,133484,841037395.2474606
453,arunachal-pradesh,2019,3,Merchant payments,16900,17178248.07427002
454,arunachal-pradesh,2019,3,Financial Services,864,64089.11350267195
455,arunachal-pradesh,2019,3,Others,2758,3419197.4177385764
456,arunachal-pradesh,2019,4,Recharge & bill payments,259183,63516906.09060433
457,arunachal-pradesh,2019,4,Peer-to-peer payments,177833,1100137447.9340453
458,arunachal-pradesh,2019,4,Merchant payments,19769,23192271.691576812
459,arunachal-pradesh,2019,4,Financial Services,314,305379.7987782319
460,arunachal-pradesh,2019,4,Others,2376,3421174.01227797
461,arunachal-pradesh,2020,1,Recharge & bill payments,329834,86011654.77474582
462,arunachal-pradesh,2020,1,Peer-to-peer payments,203429,1263912288.4066367
463,arunachal-pradesh,2020,1,Merchant payments,31181,28553052.133918796
464,arunachal-pradesh,2020,1,Financial Services,470,337812.94816169393
465,arunachal-pradesh,2020,1,Others,2261,2943873.0666838237
466,arunachal-pradesh,2020,2,Recharge & bill payments,522495,145198528.22961134
467,arunachal-pradesh,2020,2,Peer-to-peer payments,247861,1630654426.0441835
468,arunachal-pradesh,2020,2,Merchant payments,35169,46446966.612447515
469,arunachal-pradesh,2020,2,Financial Services,1310,2655507.6964110374
470,arunachal-pradesh,2020,2,Others,1939,1761404.4023099935
471,arunachal-pradesh,2020,3,Recharge & bill payments,514907,153463816.21184397
472,arunachal-pradesh,2020,3,Peer-to-peer payments,370418,2361603431.37578
473,arunachal-pradesh,2020,3,Merchant payments,72736,88145178.69272713
474,arunachal-pradesh,2020,3,Financial Services,1761,4030599.9171272423
475,arunachal-pradesh,2020,3,Others,3005,2695539.3607389224
476,arunachal-pradesh,2020,4,Peer-to-peer payments,522019,3254744938.4105625
477,arunachal-pradesh,2020,4,Recharge & bill payments,513895,152389181.21743062
478,arunachal-pradesh,2020,4,Merchant payments,167387,156682926.02384603
479,arunachal-pradesh,2020,4,Financial Services,1749,2391651.8783250954
480,arunachal-pradesh,2020,4,Others,4079,4055324.315454754
481,arunachal-pradesh,2021,1,Peer-to-peer payments,566209,3460488558.9436507
482,arunachal-pradesh,2021,1,Recharge & bill payments,450649,142358376.9003836
483,arunachal-pradesh,2021,1,Merchant payments,155966,204958020.0891498
484,arunachal-pradesh,2021,1,Financial Services,1558,2672460.4740365944
485,arunachal-pradesh,2021,1,Others,3074,3301662.6094231335
486,arunachal-pradesh,2021,2,Peer-to-peer payments,762946,4000960152.0755496
487,arunachal-pradesh,2021,2,Recharge & bill payments,556680,165579844.25105897
488,arunachal-pradesh,2021,2,Merchant payments,243375,283709438.5363142
489,arunachal-pradesh,2021,2,Financial Services,1582,2761076.7934988844
490,arunachal-pradesh,2021,2,Others,3755,3415105.3379601175
491,arunachal-pradesh,2021,3,Peer-to-peer payments,986088,5033603845.032885
492,arunachal-pradesh,2021,3,Recharge & bill payments,600102,187390578.30403775
493,arunachal-pradesh,2021,3,Merchant payments,314658,449869060.7842621
494,arunachal-pradesh,2021,3,Financial Services,1934,3348547.8272713376
495,arunachal-pradesh,2021,3,Others,4185,3912143.3503634185
496,arunachal-pradesh,2021,4,Peer-to-peer payments,1227616,6022733378.120082
497,arunachal-pradesh,2021,4,Recharge & bill payments,633248,207784816.33218512
498,arunachal-pradesh,2021,4,Merchant payments,521447,704195694.9939187
499,arunachal-pradesh,2021,4,Financial Services,2386,3933557.2795471298
500,arunachal-pradesh,2021,4,Others,5901,4862905.885615055
501,arunachal-pradesh,2022,1,Peer-to-peer payments,1403584,6670641250.45945
502,arunachal-pradesh,2022,1,Merchant payments,720803,917155358.7177179
503,arunachal-pradesh,2022,1,Recharge & bill payments,670576,231933129.00412333
504,arunachal-pradesh,2022,1,Financial Services,3053,3359625.792926075
505,arunachal-pradesh,2022,1,Others,6052,5002264.113148138
506,arunachal-pradesh,2022,2,Peer-to-peer payments,1751568,7627061474.687715
507,arunachal-pradesh,2022,2,Merchant payments,1108353,1255513517.3639429
508,arunachal-pradesh,2022,2,Recharge & bill payments,688770,241162643.19480157
509,arunachal-pradesh,2022,2,Financial Services,2466,4063469.0998270046
510,arunachal-pradesh,2022,2,Others,5768,3864269.879579009
511,arunachal-pradesh,2022,3,Peer-to-peer payments,1967086,7365427284.274204
512,arunachal-pradesh,2022,3,Merchant payments,1316326,1413247143.4889917
513,arunachal-pradesh,2022,3,Recharge & bill payments,649322,238448083.80779752
514,arunachal-pradesh,2022,3,Financial Services,1997,4763324.776043448
515,arunachal-pradesh,2022,3,Others,4687,3224948.7015704075
516,arunachal-pradesh,2022,4,Peer-to-peer payments,2251135,7768088687.67791
517,arunachal-pradesh,2022,4,Merchant payments,1704968,1669602212.9174638
518,arunachal-pradesh,2022,4,Recharge & bill payments,669151,239412553.61214688
519,arunachal-pradesh,2022,4,Financial Services,2617,3785469.3993366556
520,arunachal-pradesh,2022,4,Others,4838,4020773.8953960314
521,arunachal-pradesh,2023,1,Peer-to-peer payments,3879583,13170741327.0
522,arunachal-pradesh,2023,1,Merchant payments,2922784,2802762028.0
523,arunachal-pradesh,2023,1,Recharge & bill payments,1229475,409663161.0
524,arunachal-pradesh,2023,1,Financial Services,4142,6310412.0
525,arunachal-pradesh,2023,1,Others,6841,5101526.0
526,arunachal-pradesh,2023,2,Peer-to-peer payments,4883817,15695323405.0
527,arunachal-pradesh,2023,2,Merchant payments,4091876,3651614280.0
528,arunachal-pradesh,2023,2,Recharge & bill payments,1374689,447452168.0
529,arunachal-pradesh,2023,2,Financial Services,3392,5815474.0
530,arunachal-pradesh,2023,2,Others,6714,5493337.0
531,arunachal-pradesh,2023,3,Peer-to-peer payments,5889357,16351752522.0
532,arunachal-pradesh,2023,3,Merchant payments,5451474,4277046551.0
533,arunachal-pradesh,2023,3,Recharge & bill payments,1450780,482412481.0
534,arunachal-pradesh,2023,3,Financial Services,4825,11365670.0
535,arunachal-pradesh,2023,3,Others,5997,4813862.0
536,arunachal-pradesh,2023,4,Peer-to-peer payments,6678381,18554712209.0
537,arunachal-pradesh,2023,4,Merchant payments,6435278,5043099494.0
538,arunachal-pradesh,2023,4,Recharge & bill payments,1491471,515181105.0
539,arunachal-pradesh,2023,4,Financial Services,5573,11079378.0
540,arunachal-pradesh,2023,4,Others,7039,4727608.0
541,arunachal-pradesh,2024,1,Merchant payments,7491171,5669482843.0
542,arunachal-pradesh,2024,1,Peer-to-peer payments,7238315,19793142980.0
543,arunachal-pradesh,2024,1,Recharge & bill payments,1664938,568014875.0
544,arunachal-pradesh,2024,1,Financial Services,6408,13072238.0
545,arunachal-pradesh,2024,1,Others,5582,3331540.0
546,arunachal-pradesh,2024,2,Merchant payments,9567105,6815204405.0
547,arunachal-pradesh,2024,2,Peer-to-peer payments,8120757,22271137791.0
548,arunachal-pradesh,2024,2,Recharge & bill payments,1776684,595957635.0
549,arunachal-pradesh,2024,2,Financial Services,7896,20769976.0
550,arunachal-pradesh,2024,2,Others,5930,3281823.0
551,arunachal-pradesh,2024,3,Merchant payments,12464040,7709848647.0
552,arunachal-pradesh,2024,3,Peer-to-peer payments,10083155,23214155044.0
553,arunachal-pradesh,2024,3,Recharge & bill payments,1886589,653172013.0
554,arunachal-pradesh,2024,3,Financial Services,8170,21220623.0
555,arunachal-pradesh,2024,3,Others,5188,3560378.0
556,arunachal-pradesh,2024,4,Merchant payments,14117429,8515314488.0
557,arunachal-pradesh,2024,4,Peer-to-peer payments,10758583,25848886063.0
558,arunachal-pradesh,2024,4,Recharge & bill payments,1886780,695358159.0
559,arunachal-pradesh,2024,4,Financial Services,25593,16838759.0
560,arunachal-pradesh,2024,4,Others,5072,3489404.0
561,assam,2018,1,Recharge & bill payments,632092,93491181.14056379
562,assam,2018,1,Peer-to-peer payments,318025,993525195.9818655
563,assam,2018,1,Merchant payments,40482,34501622.89266755
564,assam,2018,1,Financial Services,18172,4936862.200688562
565,assam,2018,1,Others,48110,31349593.99668264
566,assam,2018,2,Recharge & bill payments,984160,174427478.21340805
567,assam,2018,2,Peer-to-peer payments,530781,2064314053.1339972
568,assam,2018,2,Merchant payments,79307,73366344.80739225
569,assam,2018,2,Financial Services,22773,7051504.657611102
570,assam,2018,2,Others,46852,31425754.725386057
571,assam,2018,3,Recharge & bill payments,1275136,254569069.32411742
572,assam,2018,3,Peer-to-peer payments,843571,3424136709.5088205
573,assam,2018,3,Merchant payments,159532,96783839.37466942
574,assam,2018,3,Financial Services,22677,4741123.821880115
575,assam,2018,3,Others,50935,30904247.884785894
576,assam,2018,4,Recharge & bill payments,1703488,317661277.3470997
577,assam,2018,4,Peer-to-peer payments,1279089,5284776455.070784
578,assam,2018,4,Merchant payments,667293,240563395.2777939
579,assam,2018,4,Financial Services,28035,6331912.52655252
580,assam,2018,4,Others,56267,38689818.79087821
581,assam,2019,1,Recharge & bill payments,1993220,400281677.94382846
582,assam,2019,1,Peer-to-peer payments,1976310,7291433300.700247
583,assam,2019,1,Merchant payments,494871,266644645.74929428
584,assam,2019,1,Financial Services,20162,4612454.1127945455
585,assam,2019,1,Others,48442,39127457.944687635
586,assam,2019,2,Recharge & bill payments,2512932,539315772.8606573
587,assam,2019,2,Peer-to-peer payments,2293770,10035232820.852964
588,assam,2019,2,Merchant payments,573646,326844709.5879724
589,assam,2019,2,Financial Services,13654,4037222.414240564
590,assam,2019,2,Others,60927,49538663.41037582
591,assam,2019,3,Peer-to-peer payments,2713539,11835800855.176552
592,assam,2019,3,Recharge & bill payments,2645302,639885372.7480905
593,assam,2019,3,Merchant payments,513728,421380275.4207429
594,assam,2019,3,Financial Services,8606,6403456.344768786
595,assam,2019,3,Others,61396,46973660.73634353
596,assam,2019,4,Peer-to-peer payments,3222143,14083346879.361855
597,assam,2019,4,Recharge & bill payments,2937800,704118873.972094
598,assam,2019,4,Merchant payments,544053,456318130.082201
599,assam,2019,4,Financial Services,9621,3492255.0860687294
600,assam,2019,4,Others,46893,34707757.009855896
601,assam,2020,1,Peer-to-peer payments,4058740,18977446151.768826
602,assam,2020,1,Recharge & bill payments,3897975,971722606.1579468
603,assam,2020,1,Merchant payments,792646,675423852.9512749
604,assam,2020,1,Financial Services,10173,7054325.507515656
605,assam,2020,1,Others,49326,36781411.34368035
606,assam,2020,2,Recharge & bill payments,6045321,1612522828.7163475
607,assam,2020,2,Peer-to-peer payments,3648386,17358374071.26616
608,assam,2020,2,Merchant payments,742400,749018053.2400584
609,assam,2020,2,Financial Services,19814,18130004.687672265
610,assam,2020,2,Others,49278,28255168.009208795
611,assam,2020,3,Peer-to-peer payments,5637893,26646565777.43919
612,assam,2020,3,Recharge & bill payments,5292154,1627282415.9451878
613,assam,2020,3,Merchant payments,1383230,1492484153.3873158
614,assam,2020,3,Financial Services,24954,28452966.026372254
615,assam,2020,3,Others,59480,36605946.74600269
616,assam,2020,4,Peer-to-peer payments,7538478,36013292450.814384
617,assam,2020,4,Recharge & bill payments,5383505,1662189124.4177454
618,assam,2020,4,Merchant payments,2392184,2466913305.59039
619,assam,2020,4,Financial Services,29764,32314809.975261033
620,assam,2020,4,Others,79523,51901628.46643049
621,assam,2021,1,Peer-to-peer payments,9449096,45476079487.10464
622,assam,2021,1,Recharge & bill payments,6494111,2103017761.546533
623,assam,2021,1,Merchant payments,3459132,3657261586.2001615
624,assam,2021,1,Financial Services,34049,41291047.3832124
625,assam,2021,1,Others,75672,48814663.88782827
626,assam,2021,2,Peer-to-peer payments,11668399,51521387890.61253
627,assam,2021,2,Recharge & bill payments,9058005,2657676415.2458973
628,assam,2021,2,Merchant payments,4562669,4914753140.040101
629,assam,2021,2,Financial Services,49671,46106001.498141706
630,assam,2021,2,Others,94161,52549929.267157935
631,assam,2021,3,Peer-to-peer payments,15617592,64131823895.235466
632,assam,2021,3,Recharge & bill payments,10284267,3248364164.1984267
633,assam,2021,3,Merchant payments,7431371,8208706348.034584
634,assam,2021,3,Financial Services,39479,43889820.495989755
635,assam,2021,3,Others,131732,67715045.34317216
636,assam,2021,4,Peer-to-peer payments,21393962,86801625126.53499
637,assam,2021,4,Merchant payments,12895755,13378765005.905182
638,assam,2021,4,Recharge & bill payments,11484376,3842004488.3733196
639,assam,2021,4,Financial Services,60724,65456475.826191336
640,assam,2021,4,Others,185544,97116796.57575196
641,assam,2022,1,Peer-to-peer payments,27156085,108855352347.44865
642,assam,2022,1,Merchant payments,19011883,18833132506.022354
643,assam,2022,1,Recharge & bill payments,12474674,4424035840.366192
644,assam,2022,1,Financial Services,68432,73257991.39188361
645,assam,2022,1,Others,178812,94659207.47378007
646,assam,2022,2,Peer-to-peer payments,33879530,123829913105.31845
647,assam,2022,2,Merchant payments,28377534,24333260089.826862
648,assam,2022,2,Recharge & bill payments,13858113,4814695679.877083
649,assam,2022,2,Financial Services,50785,55549153.74320389
650,assam,2022,2,Others,168763,77624058.0178437
651,assam,2022,3,Peer-to-peer payments,37000266,127264703851.96637
652,assam,2022,3,Merchant payments,34935460,28789992307.161205
653,assam,2022,3,Recharge & bill payments,13974568,5295136932.037907
654,assam,2022,3,Financial Services,65066,62882386.459812224
655,assam,2022,3,Others,138451,76363577.27323309
656,assam,2022,4,Peer-to-peer payments,44828832,150693397669.18314
657,assam,2022,4,Merchant payments,43605784,36033810141.574844
658,assam,2022,4,Recharge & bill payments,15344794,5773980885.270762
